parent,fragment,AP_loss,points,world_cell,first_frame,last_frame,observations,profiled
N141:75,N141:75/13_-275_-17/602,0.0003213863382265493,6,"[13, -275, -17]",602,603,2,False
N141:75,N141:75/36_-274_-20/391,0.0003209909003796757,5,"[36, -274, -20]",391,395,5,False
N141:75,N141:75/39_-233_-16/483,0.0003209227286982668,940,"[39, -233, -16]",483,556,74,False
N141:75,N141:75/38_-155_-10/271,0.000317021996196577,364,"[38, -155, -10]",271,292,22,False
N141:75,N141:75/34_-278_-20/622,0.0003155608228431583,96,"[34, -278, -20]",622,622,1,False
N141:75,N141:75/44_-227_-15/334,0.0003137319448669012,1825,"[44, -227, -15]",334,405,72,False
N141:75,N141:75/36_-273_-20/399,0.0003127282078263834,1,"[36, -273, -20]",399,399,1,False
N141:75,N141:75/45_-279_-21/553,0.0003125537757446491,1848,"[45, -279, -21]",553,617,65,False
N141:75,N141:75/40_-222_-15/310,0.00031135832483121593,12,"[40, -222, -15]",310,312,3,False
N141:75,N141:75/37_-159_-10/272,0.00030835770319990845,606,"[37, -159, -10]",272,297,26,False
N141:75,N141:75/41_-221_-15/499,0.0003080865117740943,5,"[41, -221, -15]",499,499,1,False
N141:75,N141:75/38_-273_-20/475,0.00030643335431358184,6,"[38, -273, -20]",475,479,5,False
N141:75,N141:75/40_-224_-15/322,0.0003063924457896022,6,"[40, -224, -15]",322,323,2,False
N141:75,N141:75/43_-258_-19/598,0.0002986083774274625,964,"[43, -258, -19]",598,618,21,False
N141:75,N141:75/39_-274_-20/390,0.0002971836095855233,31,"[39, -274, -20]",390,405,16,False
N141:75,N141:75/41_-273_-20/398,0.0002964120199050184,9,"[41, -273, -20]",398,405,8,False
N141:75,N141:75/38_-293_-22/473,0.0002932755586428089,201,"[38, -293, -22]",473,535,63,False
N141:75,N141:75/36_-154_-10/345,0.0002921012126764342,7,"[36, -154, -10]",345,351,7,False
N141:75,N141:75/33_-292_-21/500,0.0002914615451524682,899,"[33, -292, -21]",500,618,119,False
N141:75,N141:75/35_-292_-21/468,0.000291196279183603,13,"[35, -292, -21]",468,473,6,False
N141:75,N141:75/42_-223_-15/466,0.00029093466089185027,770,"[42, -223, -15]",466,489,24,False
N141:75,N141:75/46_-285_-22/521,0.0002890606416734638,31,"[46, -285, -22]",521,550,30,False
N141:75,N141:75/37_-181_-12/302,0.00028894101124302276,826,"[37, -181, -12]",302,346,45,False
N141:75,N141:75/39_-225_-15/517,0.00028511101445629353,27,"[39, -225, -15]",517,527,11,False
N141:75,N141:75/37_-196_-13/331,0.0002834505965592081,2248,"[37, -196, -13]",331,405,75,False
N141:75,N141:75/32_-292_-21/497,0.00028140028034352477,642,"[32, -292, -21]",497,618,122,False
N141:75,N141:75/41_-225_-15/558,0.00028134769128116685,11,"[41, -225, -15]",558,559,2,False
N141:75,N141:75/46_-279_-21/532,0.000280811803373551,117,"[46, -279, -21]",532,554,23,False
N141:75,N141:75/44_-202_-12/326,0.0002767104235004309,1873,"[44, -202, -12]",326,405,80,False
N141:75,N141:75/38_-203_-13/472,0.0002750353491628208,21,"[38, -203, -13]",472,480,9,False
N141:75,N141:75/45_-219_-15/455,0.00027500891736084157,434,"[45, -219, -15]",455,495,41,False
N141:75,N141:75/46_-263_-19/463,0.0002728883697077503,14205,"[46, -263, -19]",463,576,114,False
N141:75,N141:75/37_-200_-13/529,0.00027282699953235786,24,"[37, -200, -13]",529,541,13,False
N141:75,N141:75/38_-222_-15/308,0.00026890760998592796,3513,"[38, -222, -15]",308,382,75,False
N141:75,N141:75/42_-199_-12/299,0.00026829087053520503,2264,"[42, -199, -12]",299,327,29,False
N141:75,N141:75/39_-225_-15/529,0.00026772193004500315,3,"[39, -225, -15]",529,531,3,False
N141:75,N141:75/46_-284_-22/566,0.00026695643605323903,12,"[46, -284, -22]",566,574,9,False
N141:75,N141:75/37_-292_-22/483,0.0002656386105132026,175,"[37, -292, -22]",483,533,51,False
N141:75,N141:75/37_-203_-13/474,0.0002644903214071416,10,"[37, -203, -13]",474,476,3,False
N141:75,N141:75/38_-226_-15/470,0.00026410575740840807,1321,"[38, -226, -15]",470,594,125,False
N141:75,N141:75/13_-274_-17/603,0.0002623195836399716,2,"[13, -274, -17]",603,603,1,False
N141:75,N141:75/45_-250_-18/517,0.00026215823074900125,5959,"[45, -250, -18]",517,618,102,False
N141:75,N141:75/41_-263_-19/474,0.00026212809559899956,11108,"[41, -263, -19]",474,570,97,False
N141:75,N141:75/44_-175_-11/291,0.0002620613368698652,952,"[44, -175, -11]",291,345,55,False
N141:75,N141:75/38_-245_-17/455,0.0002619169353435253,1924,"[38, -245, -17]",455,484,30,False
N141:75,N141:75/40_-200_-13/345,0.0002610691356644364,1837,"[40, -200, -13]",345,405,61,False
N141:75,N141:75/37_-182_-12/303,0.00026007917285456186,694,"[37, -182, -12]",303,355,53,False
N141:75,N141:75/39_-183_-12/307,0.00025969186037977203,890,"[39, -183, -12]",307,341,35,False
N141:75,N141:75/46_-260_-19/455,0.0002584068038051099,3244,"[46, -260, -19]",455,518,64,False
N141:75,N141:75/44_-287_-22/622,0.00025753017538686346,6,"[44, -287, -22]",622,622,1,False
N141:75,N141:75/18_-291_-19/618,0.00025733828022020557,4,"[18, -291, -19]",618,618,1,False
N141:75,N141:75/42_-181_-12/302,0.000253401180782949,1011,"[42, -181, -12]",302,351,50,False
N141:75,N141:75/36_-196_-13/339,0.0002522344548337029,915,"[36, -196, -13]",339,405,67,False
N141:75,N141:75/40_-220_-15/539,0.00025132840035414316,4,"[40, -220, -15]",539,542,4,False
N141:75,N141:75/39_-273_-20/475,0.0002513019455507873,22,"[39, -273, -20]",475,480,6,False
N141:75,N141:75/38_-208_-14/455,0.00025048505447626155,139,"[38, -208, -14]",455,482,28,False
N141:75,N141:75/45_-252_-18/572,0.00025035407409803597,2098,"[45, -252, -18]",572,618,47,False
N141:75,N141:75/45_-281_-21/552,0.00024785563148393183,1108,"[45, -281, -21]",552,618,67,False
N141:75,N141:75/37_-193_-13/474,0.0002477860945835826,14,"[37, -193, -13]",474,482,9,False
N141:75,N141:75/46_-283_-22/558,0.0002475427982846089,27,"[46, -283, -22]",558,568,11,False
N141:75,N141:75/33_-177_-11/280,0.0002473074445701987,3270,"[33, -177, -11]",280,293,14,False
N141:75,N141:75/41_-250_-18/519,0.00024700242739529707,3994,"[41, -250, -18]",519,618,100,False
N141:75,N141:75/41_-200_-13/345,0.0002464035968176674,2151,"[41, -200, -13]",345,405,61,False
N141:75,N141:75/47_-287_-22/492,0.00024588419842361427,13,"[47, -287, -22]",492,501,10,False
N141:75,N141:75/39_-222_-15/500,0.0002446279852213198,6,"[39, -222, -15]",500,502,3,False
N141:75,N141:75/44_-222_-15/460,0.00024408470197262103,1380,"[44, -222, -15]",460,509,50,False
N141:75,N141:75/39_-227_-15/472,0.00024400525840117854,809,"[39, -227, -15]",472,505,34,False
N141:75,N141:75/39_-224_-15/307,0.0002435063892661833,11,"[39, -224, -15]",307,311,5,False
N141:75,N141:75/40_-225_-15/320,0.00024342997334893984,4,"[40, -225, -15]",320,321,2,False
N141:75,N141:75/45_-218_-14/495,0.00023967511696753837,4,"[45, -218, -14]",495,496,2,False
N141:75,N141:75/35_-293_-21/462,0.00023948818411653197,12,"[35, -293, -21]",462,469,8,False
N141:75,N141:75/39_-264_-19/373,0.00023702231213035561,9,"[39, -264, -19]",373,381,9,False
N141:75,N141:75/37_-192_-13/475,0.00023692928581132354,8,"[37, -192, -13]",475,479,5,False
N141:75,N141:75/46_-283_-21/554,0.00023598456428586997,316,"[46, -283, -21]",554,618,65,False
N141:75,N141:75/40_-221_-15/563,0.00023511794545002756,1,"[40, -221, -15]",563,563,1,False
N141:75,N141:75/14_-274_-17/603,0.0002350167346485174,5,"[14, -274, -17]",603,604,2,False
N141:75,N141:75/41_-221_-15/513,0.00023436803301639842,3,"[41, -221, -15]",513,513,1,False
N141:75,N141:75/39_-222_-15/520,0.0002329933873124861,4,"[39, -222, -15]",520,523,4,False
N141:75,N141:75/45_-283_-21/552,0.00023141033095923957,890,"[45, -283, -21]",552,618,67,False
N141:75,N141:75/43_-282_-21/547,0.00023038452212763842,144,"[43, -282, -21]",547,592,46,False
N141:75,N141:75/37_-200_-13/543,0.000229726305085727,22,"[37, -200, -13]",543,557,15,False
N141:75,N141:75/39_-294_-22/540,0.0002285450866784567,347,"[39, -294, -22]",540,618,79,False
N141:75,N141:75/40_-225_-15/282,0.00022746179989850416,8,"[40, -225, -15]",282,286,5,False
N141:75,N141:75/38_-158_-10/271,0.00022711064162742758,520,"[38, -158, -10]",271,292,22,False
N141:75,N141:75/39_-249_-18/513,0.0002263162911197974,7215,"[39, -249, -18]",513,618,106,False
N141:75,N141:75/38_-292_-22/598,0.00022517301193873698,62,"[38, -292, -22]",598,618,21,False
N141:75,N141:75/45_-243_-17/455,0.00022478899315863757,2118,"[45, -243, -17]",455,481,27,False
N141:75,N141:75/40_-223_-15/505,0.00022331153662327437,2,"[40, -223, -15]",505,505,1,False
N141:75,N141:75/38_-200_-13/271,0.0002224377461927229,1572,"[38, -200, -13]",271,314,44,False
N141:75,N141:75/38_-206_-14/455,0.00022136170765205194,122,"[38, -206, -14]",455,486,32,False
N141:75,N141:75/43_-286_-22/576,0.0002210380748588258,334,"[43, -286, -22]",576,618,43,False
N141:75,N141:75/34_-275_-20/566,0.00021958773585925188,215,"[34, -275, -20]",566,597,32,False
N141:75,N141:75/41_-246_-17/508,0.0002188223208849403,4069,"[41, -246, -17]",508,602,95,False
N141:75,N141:75/41_-208_-14/371,0.00021742495745275643,2333,"[41, -208, -14]",371,405,35,False
N141:75,N141:75/43_-208_-14/371,0.00021584342329283575,2520,"[43, -208, -14]",371,405,35,False
N141:75,N141:75/40_-274_-20/496,0.00021404228224961185,3716,"[40, -274, -20]",496,606,111,False
N141:75,N141:75/39_-294_-22/506,0.00021352297576782047,77,"[39, -294, -22]",506,537,32,False
N141:75,N141:75/37_-194_-13/473,0.00021299772017508066,9,"[37, -194, -13]",473,478,6,False
N141:75,N141:75/46_-285_-22/564,0.00021273091511313499,17,"[46, -285, -22]",564,576,13,False
N141:75,N141:75/44_-191_-12/271,0.00021076324955171248,1192,"[44, -191, -12]",271,302,32,False
N141:75,N141:75/48_-259_-19/590,0.00021038252632546602,165,"[48, -259, -19]",590,611,22,False
N141:75,N141:75/30_-274_-19/586,0.0002103144542113421,57,"[30, -274, -19]",586,600,15,False
N141:75,N141:75/17_-291_-19/613,0.00021003996549300233,9,"[17, -291, -19]",613,615,3,False
N141:75,N141:75/46_-268_-20/475,0.0002092948922640309,6268,"[46, -268, -20]",475,593,119,False
N141:75,N141:75/41_-222_-15/265,0.0002082996831991657,13,"[41, -222, -15]",265,269,5,False
N141:75,N141:75/37_-178_-12/297,0.00020795153835432534,1164,"[37, -178, -12]",297,355,59,False
N141:75,N141:75/34_-279_-20/558,0.00020629931707705863,1064,"[34, -279, -20]",558,618,61,False
N141:75,N141:75/38_-213_-14/310,0.00020472702852860727,570,"[38, -213, -14]",310,347,38,False
N141:75,N141:75/40_-249_-18/514,0.0002043625163169573,7594,"[40, -249, -18]",514,618,105,False
N141:75,N141:75/39_-272_-20/484,0.00020353423955792518,5084,"[39, -272, -20]",484,604,121,False
N141:75,N141:75/38_-223_-15/293,0.0002011079284824651,8,"[38, -223, -15]",293,297,5,False
N141:75,N141:75/45_-244_-17/455,0.00020093480638926832,1520,"[45, -244, -17]",455,482,28,False
N141:75,N141:75/44_-223_-15/463,0.00020065432454354482,1250,"[44, -223, -15]",463,498,36,False
N141:75,N141:75/40_-146_-9/360,0.0001999468791598054,4,"[40, -146, -9]",360,361,2,False
N141:75,N141:75/39_-225_-15/511,0.00019892013739815538,11,"[39, -225, -15]",511,514,4,False
N141:75,N141:75/38_-203_-13/355,0.0001966172356046189,1409,"[38, -203, -13]",355,405,51,False
N141:75,N141:75/39_-275_-20/480,0.0001961754100689555,4117,"[39, -275, -20]",480,611,132,False
N141:75,N141:75/34_-275_-20/527,0.0001960182274347137,40,"[34, -275, -20]",527,558,32,False
N141:75,N141:75/40_-224_-15/575,0.00019504124384598476,7,"[40, -224, -15]",575,577,3,False
N141:75,N141:75/37_-202_-13/480,0.00019347736362769962,4,"[37, -202, -13]",480,481,2,False
N141:75,N141:75/38_-201_-13/274,0.00019296639649966793,1644,"[38, -201, -13]",274,316,43,False
N141:75,N141:75/38_-237_-16/489,0.00019129692214203654,2652,"[38, -237, -16]",489,618,130,False
N141:75,N141:75/37_-176_-11/372,0.00019002412462577406,18,"[37, -176, -11]",372,378,7,False
N141:75,N141:75/38_-219_-15/289,0.00018998130964075892,1,"[38, -219, -15]",289,289,1,False
N141:75,N141:75/45_-219_-15/497,0.0001895628026912,10,"[45, -219, -15]",497,502,6,False
N141:75,N141:75/44_-218_-15/517,0.0001894023408697343,17,"[44, -218, -15]",517,528,12,False
N141:75,N141:75/37_-200_-13/344,0.00018893181921177433,2729,"[37, -200, -13]",344,405,62,False
N141:75,N141:75/44_-211_-14/517,0.00018843097804454288,22,"[44, -211, -14]",517,527,11,False
N141:75,N141:75/35_-291_-21/497,0.00018623955782112048,16,"[35, -291, -21]",497,502,6,False
N141:75,N141:75/39_-227_-15/528,0.00018587792252623036,83,"[39, -227, -15]",528,558,31,False
N141:75,N141:75/39_-240_-16/495,0.00018581069089387833,908,"[39, -240, -16]",495,573,79,False
N141:75,N141:75/44_-301_-23/592,0.00018545888141963265,3,"[44, -301, -23]",592,593,2,False
N141:75,N141:75/39_-273_-20/465,0.00018487155456199919,5,"[39, -273, -20]",465,469,5,False
N141:75,N141:75/45_-263_-19/477,0.00018483333513852438,12909,"[45, -263, -19]",477,572,96,False
N141:75,N141:75/43_-287_-22/622,0.00018475997531420787,43,"[43, -287, -22]",622,622,1,False
N141:75,N141:75/37_-200_-13/473,0.00018430712395209277,25,"[37, -200, -13]",473,479,7,False
N141:75,N141:75/39_-271_-20/478,0.00018430550598150401,6247,"[39, -271, -20]",478,602,125,False
N141:75,N141:75/38_-226_-15/332,0.00018360284062838694,3691,"[38, -226, -15]",332,405,74,False
N141:75,N141:75/36_-195_-13/339,0.0001819216095909426,939,"[36, -195, -13]",339,405,67,False
N141:75,N141:75/45_-244_-17/384,0.0001816497003534417,30,"[45, -244, -17]",384,395,12,False
N141:75,N141:75/39_-243_-17/501,0.00018025726725451492,2182,"[39, -243, -17]",501,613,113,False
N141:75,N141:75/38_-235_-16/487,0.00017975184915965835,1386,"[38, -235, -16]",487,600,114,False
N141:75,N141:75/46_-257_-18/371,0.00017933145172157274,54,"[46, -257, -18]",371,403,33,False
N141:75,N141:75/44_-229_-15/328,0.0001791041450877118,1454,"[44, -229, -15]",328,405,78,False
N141:75,N141:75/41_-222_-15/278,0.00017802184898570958,3,"[41, -222, -15]",278,279,2,False
N141:75,N141:75/44_-204_-13/354,0.0001773813932623247,357,"[44, -204, -13]",354,387,34,False
N141:75,N141:75/46_-173_-11/307,0.00017695883300308183,7,"[46, -173, -11]",307,312,6,False
N141:75,N141:75/39_-181_-12/304,0.00017685129954568028,881,"[39, -181, -12]",304,343,40,False
N141:75,N141:75/44_-203_-12/334,0.0001766979646130038,388,"[44, -203, -12]",334,382,49,False
N141:75,N141:75/39_-251_-18/522,0.00017659366214516325,3017,"[39, -251, -18]",522,618,97,False
N141:75,N141:75/38_-202_-13/352,0.00017639022610413402,1278,"[38, -202, -13]",352,405,54,False
N141:75,N141:75/37_-195_-13/329,0.000175744032004264,2233,"[37, -195, -13]",329,405,77,False
N141:75,N141:75/37_-180_-12/300,0.00017547695450150739,793,"[37, -180, -12]",300,337,38,False
N141:75,N141:75/36_-154_-10/309,0.00017531193730255823,11,"[36, -154, -10]",309,317,9,False
N141:75,N141:75/40_-221_-15/582,0.00017487206769799783,2,"[40, -221, -15]",582,583,2,False
N141:75,N141:75/39_-224_-15/515,0.00017427975364101673,10,"[39, -224, -15]",515,520,6,False
N141:75,N141:75/46_-287_-22/491,0.00017407507505032567,11,"[46, -287, -22]",491,499,9,False
N141:75,N141:75/43_-221_-15/305,0.0001731447633517047,2875,"[43, -221, -15]",305,375,71,False
N141:75,N141:75/39_-264_-19/357,0.00017253231659987255,2,"[39, -264, -19]",357,358,2,False
N141:75,N141:75/45_-242_-17/499,0.00017111306151285877,2539,"[45, -242, -17]",499,602,104,False
N141:75,N141:75/40_-221_-15/493,0.0001711052257870722,1,"[40, -221, -15]",493,493,1,False
N141:75,N141:75/40_-272_-20/351,0.00017085194671577817,6,"[40, -272, -20]",351,354,4,False
N141:75,N141:75/45_-252_-18/456,0.0001692093378211755,2030,"[45, -252, -18]",456,497,42,False
N141:75,N141:75/39_-187_-12/315,0.00016919452525585252,988,"[39, -187, -12]",315,354,40,False
N141:75,N141:75/40_-244_-17/503,0.00016900240311294086,3203,"[40, -244, -17]",503,618,116,False
N141:75,N141:75/46_-258_-19/477,0.00016880586378372923,2457,"[46, -258, -19]",477,511,35,False
N141:75,N141:75/46_-173_-11/266,0.0001686890504169793,4,"[46, -173, -11]",266,267,2,False
N141:75,N141:75/34_-294_-21/496,0.00016828352202650387,15,"[34, -294, -21]",496,503,8,False
N141:75,N141:75/45_-278_-21/494,0.00016738053339049357,2180,"[45, -278, -21]",494,615,122,False
N141:75,N141:75/35_-292_-21/502,0.00016654597524007775,5,"[35, -292, -21]",502,504,3,False
N141:75,N141:75/37_-203_-13/482,0.0001659304578610196,3,"[37, -203, -13]",482,482,1,False
N141:75,N141:75/36_-154_-10/388,0.0001658037361865076,18,"[36, -154, -10]",388,405,18,False
N141:75,N141:75/39_-225_-15/320,0.0001656954863403567,9,"[39, -225, -15]",320,321,2,False
N141:75,N141:75/39_-189_-12/319,0.00016454891738286036,1137,"[39, -189, -12]",319,384,66,False
N141:75,N141:75/47_-263_-19/512,0.00016451480659888647,11103,"[47, -263, -19]",512,580,69,False
N141:75,N141:75/45_-219_-14/491,0.00016436289122651073,4,"[45, -219, -14]",491,493,3,False
N141:75,N141:75/41_-209_-14/376,0.0001639457437744256,2191,"[41, -209, -14]",376,405,30,False
N141:75,N141:75/39_-223_-15/303,0.00016383990474536997,25,"[39, -223, -15]",303,309,7,False
N141:75,N141:75/36_-277_-20/480,0.0001638356543626281,22,"[36, -277, -20]",480,490,11,False
N141:75,N141:75/35_-292_-21/522,0.00016339231071697355,656,"[35, -292, -21]",522,616,95,False
N141:75,N141:75/17_-291_-18/616,0.00016255335982693787,3,"[17, -291, -18]",616,618,3,False
N141:75,N141:75/46_-267_-20/481,0.00016220908346712855,7235,"[46, -267, -20]",481,590,110,False
N141:75,N141:75/39_-271_-20/369,0.00016175630544095295,10,"[39, -271, -20]",369,375,7,False
N141:75,N141:75/49_-252_-18/498,0.00016130959368754568,786,"[49, -252, -18]",498,511,14,False
N141:75,N141:75/39_-221_-15/499,0.0001611990121744415,4,"[39, -221, -15]",499,500,2,False
N141:75,N141:75/41_-243_-17/455,0.00015992756378438403,1550,"[41, -243, -17]",455,478,24,False
N141:75,N141:75/38_-185_-12/309,0.00015980270775870203,1016,"[38, -185, -12]",309,405,97,False
N141:75,N141:75/39_-220_-15/282,0.00015801935995993362,12,"[39, -220, -15]",282,286,5,False
N141:75,N141:75/36_-155_-10/271,0.00015739229870405803,427,"[36, -155, -10]",271,323,53,False
N141:75,N141:75/44_-175_-11/271,0.00015736207247780173,757,"[44, -175, -11]",271,277,7,False
N141:75,N141:75/38_-215_-14/529,0.00015675380028156563,66,"[38, -215, -14]",529,568,40,False
N141:75,N141:75/44_-238_-16/357,0.00015620718653774784,255,"[44, -238, -16]",357,405,49,False
N141:75,N141:75/41_-223_-15/501,0.00015536431184774732,11,"[41, -223, -15]",501,502,2,False
N141:75,N141:75/40_-225_-15/592,0.00015458915463224912,23,"[40, -225, -15]",592,597,6,False
N141:75,N141:75/45_-251_-18/365,0.00015455874892738114,61,"[45, -251, -18]",365,384,20,False
N141:75,N141:75/40_-238_-16/492,0.00015390576584463928,1590,"[40, -238, -16]",492,580,89,False
N141:75,N141:75/45_-277_-21/486,0.00015357655638528257,2317,"[45, -277, -21]",486,612,127,False
N141:75,N141:75/44_-265_-20/616,0.00015267018889697457,128,"[44, -265, -20]",616,618,3,False
N141:75,N141:75/46_-271_-20/484,0.00015248060816923896,1160,"[46, -271, -20]",484,560,77,False
N141:75,N141:75/40_-220_-15/313,0.00015176720002388222,2870,"[40, -220, -15]",313,370,58,False
N141:75,N141:75/39_-219_-15/289,0.00015148495989923777,3,"[39, -219, -15]",289,289,1,False
N141:75,N141:75/38_-220_-15/455,0.00015118119401066137,1498,"[38, -220, -15]",455,493,39,False
N141:75,N141:75/37_-198_-13/337,0.0001511690667945255,731,"[37, -198, -13]",337,405,69,False
N141:75,N141:75/44_-240_-17/496,0.00015109966365830927,1788,"[44, -240, -17]",496,604,109,False
N141:75,N141:75/37_-194_-13/326,0.0001510005227617934,2217,"[37, -194, -13]",326,405,80,False
N141:75,N141:75/46_-244_-17/478,0.00015092828721621,582,"[46, -244, -17]",478,483,6,False
N141:75,N141:75/27_-292_-20/587,0.00015034545598697978,22,"[27, -292, -20]",587,601,15,False
N141:75,N141:75/37_-176_-11/336,0.00014999290471647125,18,"[37, -176, -11]",336,339,4,False
N141:75,N141:75/41_-219_-15/455,0.00014981327730436927,799,"[41, -219, -15]",455,479,25,False
N141:75,N141:75/42_-282_-21/549,0.00014963775373652148,141,"[42, -282, -21]",549,579,31,False
N141:75,N141:75/39_-292_-22/604,0.0001480205863944158,10,"[39, -292, -22]",604,611,8,False
N141:75,N141:75/41_-222_-15/599,0.00014792817768210899,2,"[41, -222, -15]",599,599,1,False
N141:75,N141:75/36_-155_-10/367,0.00014782557451892948,19,"[36, -155, -10]",367,378,12,False
